id,title,category,subcategory,source_type,health,item_count,last_success,url,rss_url,atom_url,json_url,ics_url
rod-sagadahoc,Sagadahoc County Registry of Deeds,Registries of Deeds,Sagadahoc County,page_monitor,ok,1,2026-09-02T21:01:30.849114+00:00,https://sagadahoccountyme.gov/departments/registry_of_deeds.php,https://bedardandy.github.io/maine-government-feeds/feeds/rss/rod-sagadahoc.xml,https://bedardandy.github.io/maine-government-feeds/feeds/atom/rod-sagadahoc.xml,https://bedardandy.github.io/maine-government-feeds/feeds/json/rod-sagadahoc.json,https://bedardandy.github.io/maine-government-feeds/calendar/rod-sagadahoc.ics
rod-somerset,Somerset County Registry of Deeds,Registries of Deeds,Somerset County,page_monitor,ok,50,2026-09-02T21:01:31.073190+00:00,https://somersetcounty-me.org/registry-of-deeds/,https://bedardandy.github.io/maine-government-feeds/feeds/rss/rod-somerset.xml,https://bedardandy.github.io/maine-government-feeds/feeds/atom/rod-somerset.xml,https://bedardandy.github.io/maine-government-feeds/feeds/json/rod-somerset.json,https://bedardandy.github.io/maine-government-feeds/calendar/rod-somerset.ics
rod-waldo,Waldo County Registry of Deeds,Registries of Deeds,Waldo County,page_monitor,ok,1,2026-09-02T21:01:31.903812+00:00,https://www.waldocountyme.gov/178/Registry-of-Deeds,https://bedardandy.github.io/maine-government-feeds/feeds/rss/rod-waldo.xml,https://bedardandy.github.io/maine-government-feeds/feeds/atom/rod-waldo.xml,https://bedardandy.github.io/maine-government-feeds/feeds/json/rod-waldo.json,https://bedardandy.github.io/maine-government-feeds/calendar/rod-waldo.ics
rod-washington,Washington County Registry of Deeds,Registries of Deeds,Washington County,page_monitor,failing,1,2026-07-05T10:23:23.387922+00:00,https://washingtoncountymaine.com/registry-of-deeds/,https://bedardandy.github.io/maine-government-feeds/feeds/rss/rod-washington.xml,https://bedardandy.github.io/maine-government-feeds/feeds/atom/rod-washington.xml,https://bedardandy.github.io/maine-government-feeds/feeds/json/rod-washington.json,https://bedardandy.github.io/maine-government-feeds/calendar/rod-washington.ics
rod-york,York County Registry of Deeds,Registries of Deeds,York County,page_monitor,ok,4,2026-09-02T21:01:34.155027+00:00,https://www.yorkcountymaine.gov/registry-of-deeds,https://bedardandy.github.io/maine-government-feeds/feeds/rss/rod-york.xml,https://bedardandy.github.io/maine-government-feeds/feeds/atom/rod-york.xml,https://bedardandy.github.io/maine-government-feeds/feeds/json/rod-york.json,https://bedardandy.github.io/maine-government-feeds/calendar/rod-york.ics
fed-ca1-opinions,U.S. Court of Appeals for the First Circuit — Published Opinions,Federal Maine-Related,First Circuit opinions,native_rss,ok,50,2026-09-02T21:01:34.262666+00:00,https://www.ca1.uscourts.gov/opn,https://bedardandy.github.io/maine-government-feeds/feeds/rss/fed-ca1-opinions.xml,https://bedardandy.github.io/maine-government-feeds/feeds/atom/fed-ca1-opinions.xml,https://bedardandy.github.io/maine-government-feeds/feeds/json/fed-ca1-opinions.json,https://bedardandy.github.io/maine-government-feeds/calendar/fed-ca1-opinions.ics
fed-register-maine,Federal Register — Documents Matching 'Maine',Federal Maine-Related,Federal Register Maine-related saved search,native_rss,ok,50,2026-09-02T21:01:34.375516+00:00,https://www.federalregister.gov/documents/search?conditions%5Bterm%5D=Maine,https://bedardandy.github.io/maine-government-feeds/feeds/rss/fed-register-maine.xml,https://bedardandy.github.io/maine-government-feeds/feeds/atom/fed-register-maine.xml,https://bedardandy.github.io/maine-government-feeds/feeds/json/fed-register-maine.json,https://bedardandy.github.io/maine-government-feeds/calendar/fed-register-maine.ics
fed-dme-news,"U.S. District Court, District of Maine — News & Announcements",Federal Maine-Related,District Court notices,html,ok,13,2026-09-02T21:01:34.598635+00:00,https://www.med.uscourts.gov/news,https://bedardandy.github.io/maine-government-feeds/feeds/rss/fed-dme-news.xml,https://bedardandy.github.io/maine-government-feeds/feeds/atom/fed-dme-news.xml,https://bedardandy.github.io/maine-government-feeds/feeds/json/fed-dme-news.json,https://bedardandy.github.io/maine-government-feeds/calendar/fed-dme-news.ics
fed-dme-opinions,"U.S. District Court, District of Maine — Opinions",Federal Maine-Related,District Court opinions,native_rss,ok,50,2026-09-02T21:02:39.155827+00:00,https://www.courtlistener.com/court/med/,https://bedardandy.github.io/maine-government-feeds/feeds/rss/fed-dme-opinions.xml,https://bedardandy.github.io/maine-government-feeds/feeds/atom/fed-dme-opinions.xml,https://bedardandy.github.io/maine-government-feeds/feeds/json/fed-dme-opinions.json,https://bedardandy.github.io/maine-government-feeds/calendar/fed-dme-opinions.ics
fed-meb-news,"U.S. Bankruptcy Court, District of Maine — News & Announcements",Federal Maine-Related,Bankruptcy Court notices,html,ok,11,2026-09-02T21:02:39.271585+00:00,https://www.meb.uscourts.gov/news/,https://bedardandy.github.io/maine-government-feeds/feeds/rss/fed-meb-news.xml,https://bedardandy.github.io/maine-government-feeds/feeds/atom/fed-meb-news.xml,https://bedardandy.github.io/maine-government-feeds/feeds/json/fed-meb-news.json,https://bedardandy.github.io/maine-government-feeds/calendar/fed-meb-news.ics
fed-meb-opinions,"U.S. Bankruptcy Court, District of Maine — Opinions",Federal Maine-Related,Bankruptcy Court opinions,html,ok,11,2026-09-02T21:02:41.541670+00:00,https://www.meb.uscourts.gov/judges-info/opinions/,https://bedardandy.github.io/maine-government-feeds/feeds/rss/fed-meb-opinions.xml,https://bedardandy.github.io/maine-government-feeds/feeds/atom/fed-meb-opinions.xml,https://bedardandy.github.io/maine-government-feeds/feeds/json/fed-meb-opinions.json,https://bedardandy.github.io/maine-government-feeds/calendar/fed-meb-opinions.ics
fed-scotus-opinions,U.S. Supreme Court — Slip Opinions (current Term),Federal Maine-Related,U.S. Supreme Court opinions/orders,html,ok,50,2026-09-02T21:02:41.672193+00:00,https://www.supremecourt.gov/opinions/slipopinion/25,https://bedardandy.github.io/maine-government-feeds/feeds/rss/fed-scotus-opinions.xml,https://bedardandy.github.io/maine-government-feeds/feeds/atom/fed-scotus-opinions.xml,https://bedardandy.github.io/maine-government-feeds/feeds/json/fed-scotus-opinions.json,https://bedardandy.github.io/maine-government-feeds/calendar/fed-scotus-opinions.ics
fed-dme-opinions-govinfo,"U.S. District Court, District of Maine — Opinions (govinfo)",Federal Maine-Related,District Court opinions,native_rss,ok,50,2026-09-02T21:02:46.756925+00:00,https://www.govinfo.gov/app/collection/uscourts/district/med,https://bedardandy.github.io/maine-government-feeds/feeds/rss/fed-dme-opinions-govinfo.xml,https://bedardandy.github.io/maine-government-feeds/feeds/atom/fed-dme-opinions-govinfo.xml,https://bedardandy.github.io/maine-government-feeds/feeds/json/fed-dme-opinions-govinfo.json,https://bedardandy.github.io/maine-government-feeds/calendar/fed-dme-opinions-govinfo.ics
fed-meb-opinions-govinfo,"U.S. Bankruptcy Court, District of Maine — Opinions (govinfo)",Federal Maine-Related,Bankruptcy Court opinions,native_rss,ok,50,2026-09-02T21:02:49.139383+00:00,https://www.govinfo.gov/app/collection/uscourts/bankruptcy/meb,https://bedardandy.github.io/maine-government-feeds/feeds/rss/fed-meb-opinions-govinfo.xml,https://bedardandy.github.io/maine-government-feeds/feeds/atom/fed-meb-opinions-govinfo.xml,https://bedardandy.github.io/maine-government-feeds/feeds/json/fed-meb-opinions-govinfo.json,https://bedardandy.github.io/maine-government-feeds/calendar/fed-meb-opinions-govinfo.ics
fed-meb-opinions-cl,"U.S. Bankruptcy Court, District of Maine — Opinions (CourtListener)",Federal Maine-Related,Bankruptcy Court opinions,native_rss,ok,20,2026-09-02T21:02:49.928428+00:00,https://www.courtlistener.com/court/meb/,https://bedardandy.github.io/maine-government-feeds/feeds/rss/fed-meb-opinions-cl.xml,https://bedardandy.github.io/maine-government-feeds/feeds/atom/fed-meb-opinions-cl.xml,https://bedardandy.github.io/maine-government-feeds/feeds/json/fed-meb-opinions-cl.json,https://bedardandy.github.io/maine-government-feeds/calendar/fed-meb-opinions-cl.ics
fed-rules-amendments,U.S. Courts — Pending Rules and Forms Amendments,Federal Maine-Related,Federal rules amendments,page_monitor,ok,7,2026-09-02T21:02:50.457285+00:00,https://www.uscourts.gov/forms-rules/pending-rules-and-forms-amendments,https://bedardandy.github.io/maine-government-feeds/feeds/rss/fed-rules-amendments.xml,https://bedardandy.github.io/maine-government-feeds/feeds/atom/fed-rules-amendments.xml,https://bedardandy.github.io/maine-government-feeds/feeds/json/fed-rules-amendments.json,https://bedardandy.github.io/maine-government-feeds/calendar/fed-rules-amendments.ics
fed-scotus-orders,U.S. Supreme Court — Orders of the Court (current Term),Federal Maine-Related,U.S. Supreme Court opinions/orders,page_monitor,ok,46,2026-09-02T21:02:50.559739+00:00,https://www.supremecourt.gov/orders/ordersofthecourt/25,https://bedardandy.github.io/maine-government-feeds/feeds/rss/fed-scotus-orders.xml,https://bedardandy.github.io/maine-government-feeds/feeds/atom/fed-scotus-orders.xml,https://bedardandy.github.io/maine-government-feeds/feeds/json/fed-scotus-orders.json,https://bedardandy.github.io/maine-government-feeds/calendar/fed-scotus-orders.ics
fed-dme-local-rules,"U.S. District Court, District of Maine — Local Rules",Federal Maine-Related,Local rules,page_monitor,ok,5,2026-09-02T21:02:50.634831+00:00,https://www.med.uscourts.gov/local-rules,https://bedardandy.github.io/maine-government-feeds/feeds/rss/fed-dme-local-rules.xml,https://bedardandy.github.io/maine-government-feeds/feeds/atom/fed-dme-local-rules.xml,https://bedardandy.github.io/maine-government-feeds/feeds/json/fed-dme-local-rules.json,https://bedardandy.github.io/maine-government-feeds/calendar/fed-dme-local-rules.ics
fed-meb-local-rules,"U.S. Bankruptcy Court, District of Maine — Local Rules",Federal Maine-Related,Local rules,page_monitor,ok,5,2026-09-02T21:02:50.693046+00:00,https://www.meb.uscourts.gov/local-rules,https://bedardandy.github.io/maine-government-feeds/feeds/rss/fed-meb-local-rules.xml,https://bedardandy.github.io/maine-government-feeds/feeds/atom/fed-meb-local-rules.xml,https://bedardandy.github.io/maine-government-feeds/feeds/json/fed-meb-local-rules.json,https://bedardandy.github.io/maine-government-feeds/calendar/fed-meb-local-rules.ics
fed-ca1-local-rules,U.S. Court of Appeals for the First Circuit — Local Rules,Federal Maine-Related,Local rules,page_monitor,ok,1,2026-09-02T21:02:50.848690+00:00,https://www.ca1.uscourts.gov/local-rules,https://bedardandy.github.io/maine-government-feeds/feeds/rss/fed-ca1-local-rules.xml,https://bedardandy.github.io/maine-government-feeds/feeds/atom/fed-ca1-local-rules.xml,https://bedardandy.github.io/maine-government-feeds/feeds/json/fed-ca1-local-rules.json,https://bedardandy.github.io/maine-government-feeds/calendar/fed-ca1-local-rules.ics
fed-dme-cmecf-orders,"U.S. District Court, District of Maine — CM/ECF Docket Entries (public RSS)",Federal Maine-Related,District Court docket activity,native_rss,ok,50,2026-09-02T21:02:51.283778+00:00,https://ecf.med.uscourts.gov/cgi-bin/CourtInfo.pl,https://bedardandy.github.io/maine-government-feeds/feeds/rss/fed-dme-cmecf-orders.xml,https://bedardandy.github.io/maine-government-feeds/feeds/atom/fed-dme-cmecf-orders.xml,https://bedardandy.github.io/maine-government-feeds/feeds/json/fed-dme-cmecf-orders.json,https://bedardandy.github.io/maine-government-feeds/calendar/fed-dme-cmecf-orders.ics
fed-meb-cmecf-entries,"U.S. Bankruptcy Court, District of Maine — CM/ECF Docket Entries (public RSS)",Federal Maine-Related,Bankruptcy Court docket activity,native_rss,ok,17,2026-09-02T21:02:51.667606+00:00,https://ecf.meb.uscourts.gov/cgi-bin/CourtInfo.pl?location=main,https://bedardandy.github.io/maine-government-feeds/feeds/rss/fed-meb-cmecf-entries.xml,https://bedardandy.github.io/maine-government-feeds/feeds/atom/fed-meb-cmecf-entries.xml,https://bedardandy.github.io/maine-government-feeds/feeds/json/fed-meb-cmecf-entries.json,https://bedardandy.github.io/maine-government-feeds/calendar/fed-meb-cmecf-entries.ics
fed-ca1-oral-arguments,U.S. Court of Appeals for the First Circuit — Oral Arguments,Federal Maine-Related,First Circuit oral arguments,native_rss,ok,22,2026-09-02T21:02:53.029201+00:00,https://www.ca1.uscourts.gov/oralargsrss,https://bedardandy.github.io/maine-government-feeds/feeds/rss/fed-ca1-oral-arguments.xml,https://bedardandy.github.io/maine-government-feeds/feeds/atom/fed-ca1-oral-arguments.xml,https://bedardandy.github.io/maine-government-feeds/feeds/json/fed-ca1-oral-arguments.json,https://bedardandy.github.io/maine-government-feeds/calendar/fed-ca1-oral-arguments.ics
fed-meb-site-feed,"U.S. Bankruptcy Court, District of Maine — Sitewide News Feed (official)",Federal Maine-Related,Bankruptcy Court notices,native_rss,ok,10,2026-09-02T21:02:53.058151+00:00,https://www.meb.uscourts.gov/,https://bedardandy.github.io/maine-government-feeds/feeds/rss/fed-meb-site-feed.xml,https://bedardandy.github.io/maine-government-feeds/feeds/atom/fed-meb-site-feed.xml,https://bedardandy.github.io/maine-government-feeds/feeds/json/fed-meb-site-feed.json,https://bedardandy.github.io/maine-government-feeds/calendar/fed-meb-site-feed.ics
fed-register-maine-rules,Federal Register — Final Rules Matching 'Maine',Federal Maine-Related,Federal Register Maine-related saved search,native_rss,ok,9,2026-09-02T21:02:53.171309+00:00,https://www.federalregister.gov/documents/search?conditions%5Bterm%5D=Maine&conditions%5Btype%5D%5B%5D=RULE,https://bedardandy.github.io/maine-government-feeds/feeds/rss/fed-register-maine-rules.xml,https://bedardandy.github.io/maine-government-feeds/feeds/atom/fed-register-maine-rules.xml,https://bedardandy.github.io/maine-government-feeds/feeds/json/fed-register-maine-rules.json,https://bedardandy.github.io/maine-government-feeds/calendar/fed-register-maine-rules.ics
fed-register-maine-proposed,Federal Register — Proposed Rules Matching 'Maine',Federal Maine-Related,Federal Register Maine-related saved search,native_rss,ok,5,2026-09-02T21:02:55.609709+00:00,https://www.federalregister.gov/documents/search?conditions%5Bterm%5D=Maine&conditions%5Btype%5D%5B%5D=PRORULE,https://bedardandy.github.io/maine-government-feeds/feeds/rss/fed-register-maine-proposed.xml,https://bedardandy.github.io/maine-government-feeds/feeds/atom/fed-register-maine-proposed.xml,https://bedardandy.github.io/maine-government-feeds/feeds/json/fed-register-maine-proposed.json,https://bedardandy.github.io/maine-government-feeds/calendar/fed-register-maine-proposed.ics
fed-register-public-inspection,Federal Register — Public Inspection Documents Matching 'Maine',Federal Maine-Related,Federal Register Maine-related saved search,native_rss,ok,14,2026-09-02T21:02:58.020019+00:00,https://www.federalregister.gov/documents/public-inspection,https://bedardandy.github.io/maine-government-feeds/feeds/rss/fed-register-public-inspection.xml,https://bedardandy.github.io/maine-government-feeds/feeds/atom/fed-register-public-inspection.xml,https://bedardandy.github.io/maine-government-feeds/feeds/json/fed-register-public-inspection.json,https://bedardandy.github.io/maine-government-feeds/calendar/fed-register-public-inspection.ics
fed-bap1-opinions,B.A.P. — Bankruptcy Appellate Panel for the First Circuit — Opinions (CourtListener),Federal Maine-Related,Bankruptcy appellate panel opinions,native_rss,ok,20,2026-09-02T21:03:26.207060+00:00,https://www.courtlistener.com/court/bap1/,https://bedardandy.github.io/maine-government-feeds/feeds/rss/fed-bap1-opinions.xml,https://bedardandy.github.io/maine-government-feeds/feeds/atom/fed-bap1-opinions.xml,https://bedardandy.github.io/maine-government-feeds/feeds/json/fed-bap1-opinions.json,https://bedardandy.github.io/maine-government-feeds/calendar/fed-bap1-opinions.ics
fed-sec-press,U.S. Securities and Exchange Commission — Press Releases,Federal Practice Areas,Securities,native_rss,ok,47,2026-09-02T21:03:26.276793+00:00,https://www.sec.gov/news/pressreleases,https://bedardandy.github.io/maine-government-feeds/feeds/rss/fed-sec-press.xml,https://bedardandy.github.io/maine-government-feeds/feeds/atom/fed-sec-press.xml,https://bedardandy.github.io/maine-government-feeds/feeds/json/fed-sec-press.json,https://bedardandy.github.io/maine-government-feeds/calendar/fed-sec-press.ics
fed-dol-news,U.S. Department of Labor — News Releases,Federal Practice Areas,Labor and employment,native_rss,ok,44,2026-09-02T21:03:26.375558+00:00,https://www.dol.gov/newsroom/releases,https://bedardandy.github.io/maine-government-feeds/feeds/rss/fed-dol-news.xml,https://bedardandy.github.io/maine-government-feeds/feeds/atom/fed-dol-news.xml,https://bedardandy.github.io/maine-government-feeds/feeds/json/fed-dol-news.json,https://bedardandy.github.io/maine-government-feeds/calendar/fed-dol-news.ics
fed-nlrb-news,National Labor Relations Board — News,Federal Practice Areas,Labor relations,native_rss,ok,10,2026-09-02T21:03:26.540718+00:00,https://www.nlrb.gov/news-outreach/news-story,https://bedardandy.github.io/maine-government-feeds/feeds/rss/fed-nlrb-news.xml,https://bedardandy.github.io/maine-government-feeds/feeds/atom/fed-nlrb-news.xml,https://bedardandy.github.io/maine-government-feeds/feeds/json/fed-nlrb-news.json,https://bedardandy.github.io/maine-government-feeds/calendar/fed-nlrb-news.ics
fed-cfpb-news,Consumer Financial Protection Bureau — Newsroom,Federal Practice Areas,Consumer finance,native_rss,ok,21,2026-09-02T21:03:26.617745+00:00,https://www.consumerfinance.gov/about-us/newsroom/,https://bedardandy.github.io/maine-government-feeds/feeds/rss/fed-cfpb-news.xml,https://bedardandy.github.io/maine-government-feeds/feeds/atom/fed-cfpb-news.xml,https://bedardandy.github.io/maine-government-feeds/feeds/json/fed-cfpb-news.json,https://bedardandy.github.io/maine-government-feeds/calendar/fed-cfpb-news.ics
bob-discipline-decisions,Maine Board of Overseers of the Bar — Court & Grievance Decisions,Maine Attorney Regulation,Attorney discipline decisions,html,ok,50,2026-09-02T21:03:35.015076+00:00,https://www.mebaroverseers.org/dah_schedule/court_grievance_decisions.html,https://bedardandy.github.io/maine-government-feeds/feeds/rss/bob-discipline-decisions.xml,https://bedardandy.github.io/maine-government-feeds/feeds/atom/bob-discipline-decisions.xml,https://bedardandy.github.io/maine-government-feeds/feeds/json/bob-discipline-decisions.json,https://bedardandy.github.io/maine-government-feeds/calendar/bob-discipline-decisions.ics
bob-ethics-opinions,Maine Board of Overseers of the Bar — Ethics Opinions,Maine Attorney Regulation,Ethics opinions,html,ok,50,2026-09-02T21:03:36.594834+00:00,https://www.mebaroverseers.org/attorney_services/ethics_opinions.html,https://bedardandy.github.io/maine-government-feeds/feeds/rss/bob-ethics-opinions.xml,https://bedardandy.github.io/maine-government-feeds/feeds/atom/bob-ethics-opinions.xml,https://bedardandy.github.io/maine-government-feeds/feeds/json/bob-ethics-opinions.json,https://bedardandy.github.io/maine-government-feeds/calendar/bob-ethics-opinions.ics
bob-bar-rule-amendments,Maine Judicial Branch — Recent Rule Amendments (incl. Bar Rules),Maine Attorney Regulation,Rule changes (Maine Bar Rules / M.R. Prof. Conduct),html,ok,11,2026-09-02T21:03:36.796779+00:00,https://www.courts.maine.gov/rules/,https://bedardandy.github.io/maine-government-feeds/feeds/rss/bob-bar-rule-amendments.xml,https://bedardandy.github.io/maine-government-feeds/feeds/atom/bob-bar-rule-amendments.xml,https://bedardandy.github.io/maine-government-feeds/feeds/json/bob-bar-rule-amendments.json,https://bedardandy.github.io/maine-government-feeds/calendar/bob-bar-rule-amendments.ics
bob-general-news,Maine Board of Overseers of the Bar — General News,Maine Attorney Regulation,General news/announcements,page_monitor,ok,13,2026-09-02T21:03:38.416335+00:00,https://www.mebaroverseers.org/,https://bedardandy.github.io/maine-government-feeds/feeds/rss/bob-general-news.xml,https://bedardandy.github.io/maine-government-feeds/feeds/atom/bob-general-news.xml,https://bedardandy.github.io/maine-government-feeds/feeds/json/bob-general-news.json,https://bedardandy.github.io/maine-government-feeds/calendar/bob-general-news.ics
mbe-announcements,Maine Board of Bar Examiners — Announcements,Maine Attorney Regulation,Bar admission announcements,page_monitor,failing,6,2026-09-02T16:34:08.390205+00:00,https://mainebarexaminers.org/announcements/,https://bedardandy.github.io/maine-government-feeds/feeds/rss/mbe-announcements.xml,https://bedardandy.github.io/maine-government-feeds/feeds/atom/mbe-announcements.xml,https://bedardandy.github.io/maine-government-feeds/feeds/json/mbe-announcements.json,https://bedardandy.github.io/maine-government-feeds/calendar/mbe-announcements.ics
wcb-appellate-decisions,Maine Workers' Compensation Board — Appellate Division Decisions,Maine Workers' Compensation Board,Decisions/appellate division decisions,html,ok,10,2026-09-02T21:03:39.000797+00:00,https://www.maine.gov/wcb/Departments/appellate/2026decisions.html,https://bedardandy.github.io/maine-government-feeds/feeds/rss/wcb-appellate-decisions.xml,https://bedardandy.github.io/maine-government-feeds/feeds/atom/wcb-appellate-decisions.xml,https://bedardandy.github.io/maine-government-feeds/feeds/json/wcb-appellate-decisions.json,https://bedardandy.github.io/maine-government-feeds/calendar/wcb-appellate-decisions.ics
wcb-rules-current,Maine Workers' Compensation Board — Current Rules,Maine Workers' Compensation Board,Rules/rulemaking page,page_monitor,ok,1,2026-09-02T21:03:41.219509+00:00,https://www.maine.gov/wcb/rules/current.html,https://bedardandy.github.io/maine-government-feeds/feeds/rss/wcb-rules-current.xml,https://bedardandy.github.io/maine-government-feeds/feeds/atom/wcb-rules-current.xml,https://bedardandy.github.io/maine-government-feeds/feeds/json/wcb-rules-current.json,https://bedardandy.github.io/maine-government-feeds/calendar/wcb-rules-current.ics
wcb-announcements,Maine Workers' Compensation Board — Homepage Announcements,Maine Workers' Compensation Board,News/announcements page,page_monitor,ok,4,2026-09-02T21:03:43.704349+00:00,https://www.maine.gov/wcb/,https://bedardandy.github.io/maine-government-feeds/feeds/rss/wcb-announcements.xml,https://bedardandy.github.io/maine-government-feeds/feeds/atom/wcb-announcements.xml,https://bedardandy.github.io/maine-government-feeds/feeds/json/wcb-announcements.json,https://bedardandy.github.io/maine-government-feeds/calendar/wcb-announcements.ics
mhrc-decisions,Maine Human Rights Commission — Reasonable Grounds Decisions & Reports,Maine Human Rights Commission,Commission decisions/investigative findings,html,ok,50,2026-09-02T21:03:46.121392+00:00,https://www.maine.gov/mhrc/decisions,https://bedardandy.github.io/maine-government-feeds/feeds/rss/mhrc-decisions.xml,https://bedardandy.github.io/maine-government-feeds/feeds/atom/mhrc-decisions.xml,https://bedardandy.github.io/maine-government-feeds/feeds/json/mhrc-decisions.json,https://bedardandy.github.io/maine-government-feeds/calendar/mhrc-decisions.ics
mhrc-latest-news,Maine Human Rights Commission — Latest News,Maine Human Rights Commission,News/announcements page,html,ok,23,2026-09-02T21:03:48.252163+00:00,https://www.maine.gov/mhrc/,https://bedardandy.github.io/maine-government-feeds/feeds/rss/mhrc-latest-news.xml,https://bedardandy.github.io/maine-government-feeds/feeds/atom/mhrc-latest-news.xml,https://bedardandy.github.io/maine-government-feeds/feeds/json/mhrc-latest-news.json,https://bedardandy.github.io/maine-government-feeds/calendar/mhrc-latest-news.ics
mhrc-rulemaking,Maine Human Rights Commission — Proposed/Adopted Rule Changes,Maine Human Rights Commission,Rules/rulemaking page,page_monitor,ok,1,2026-09-02T21:03:48.600493+00:00,https://www1.maine.gov/mhrc/laws-guidance/changes,https://bedardandy.github.io/maine-government-feeds/feeds/rss/mhrc-rulemaking.xml,https://bedardandy.github.io/maine-government-feeds/feeds/atom/mhrc-rulemaking.xml,https://bedardandy.github.io/maine-government-feeds/feeds/json/mhrc-rulemaking.json,https://bedardandy.github.io/maine-government-feeds/calendar/mhrc-rulemaking.ics
probate-androscoggin,Androscoggin County Probate Court,Probate Courts,Androscoggin County,page_monitor,ok,1,2026-09-02T21:03:49.055131+00:00,https://www.androscoggincountymaine.gov/165/Register-of-Probate,https://bedardandy.github.io/maine-government-feeds/feeds/rss/probate-androscoggin.xml,https://bedardandy.github.io/maine-government-feeds/feeds/atom/probate-androscoggin.xml,https://bedardandy.github.io/maine-government-feeds/feeds/json/probate-androscoggin.json,https://bedardandy.github.io/maine-government-feeds/calendar/probate-androscoggin.ics
probate-aroostook,Aroostook County Probate Court,Probate Courts,Aroostook County,page_monitor,failing,1,2026-07-05T10:23:42.298863+00:00,https://aroostook.me.us/departments/probate/,https://bedardandy.github.io/maine-government-feeds/feeds/rss/probate-aroostook.xml,https://bedardandy.github.io/maine-government-feeds/feeds/atom/probate-aroostook.xml,https://bedardandy.github.io/maine-government-feeds/feeds/json/probate-aroostook.json,https://bedardandy.github.io/maine-government-feeds/calendar/probate-aroostook.ics
probate-cumberland,Cumberland County Probate Court,Probate Courts,Cumberland County,page_monitor,ok,2,2026-09-02T21:03:49.381180+00:00,https://www.cumberlandcountyme.gov/departments/probate_court/index.php,https://bedardandy.github.io/maine-government-feeds/feeds/rss/probate-cumberland.xml,https://bedardandy.github.io/maine-government-feeds/feeds/atom/probate-cumberland.xml,https://bedardandy.github.io/maine-government-feeds/feeds/json/probate-cumberland.json,https://bedardandy.github.io/maine-government-feeds/calendar/probate-cumberland.ics
probate-franklin,Franklin County Probate Court,Probate Courts,Franklin County,page_monitor,failing,6,2026-09-02T16:34:21.142925+00:00,https://www.franklincountymaine.gov/legal-departments/probate/,https://bedardandy.github.io/maine-government-feeds/feeds/rss/probate-franklin.xml,https://bedardandy.github.io/maine-government-feeds/feeds/atom/probate-franklin.xml,https://bedardandy.github.io/maine-government-feeds/feeds/json/probate-franklin.json,https://bedardandy.github.io/maine-government-feeds/calendar/probate-franklin.ics
probate-hancock,Hancock County Probate Court,Probate Courts,Hancock County,page_monitor,ok,50,2026-09-02T21:03:49.521722+00:00,https://hancockcountymaine.gov/registry-of-probate/,https://bedardandy.github.io/maine-government-feeds/feeds/rss/probate-hancock.xml,https://bedardandy.github.io/maine-government-feeds/feeds/atom/probate-hancock.xml,https://bedardandy.github.io/maine-government-feeds/feeds/json/probate-hancock.json,https://bedardandy.github.io/maine-government-feeds/calendar/probate-hancock.ics
probate-kennebec,Kennebec County Probate Court,Probate Courts,Kennebec County,page_monitor,ok,3,2026-09-02T21:03:49.706495+00:00,https://kennebec.gov/probate/,https://bedardandy.github.io/maine-government-feeds/feeds/rss/probate-kennebec.xml,https://bedardandy.github.io/maine-government-feeds/feeds/atom/probate-kennebec.xml,https://bedardandy.github.io/maine-government-feeds/feeds/json/probate-kennebec.json,https://bedardandy.github.io/maine-government-feeds/calendar/probate-kennebec.ics
probate-knox,Knox County Probate Court,Probate Courts,Knox County,page_monitor,ok,3,2026-09-02T21:03:50.002316+00:00,https://knoxcountymaine.gov/county_departments/probate/index.php,https://bedardandy.github.io/maine-government-feeds/feeds/rss/probate-knox.xml,https://bedardandy.github.io/maine-government-feeds/feeds/atom/probate-knox.xml,https://bedardandy.github.io/maine-government-feeds/feeds/json/probate-knox.json,https://bedardandy.github.io/maine-government-feeds/calendar/probate-knox.ics
probate-lincoln,Lincoln County Probate Court,Probate Courts,Lincoln County,page_monitor,ok,1,2026-09-02T21:03:50.086442+00:00,https://www.lincolncountymaine.me/probate,https://bedardandy.github.io/maine-government-feeds/feeds/rss/probate-lincoln.xml,https://bedardandy.github.io/maine-government-feeds/feeds/atom/probate-lincoln.xml,https://bedardandy.github.io/maine-government-feeds/feeds/json/probate-lincoln.json,https://bedardandy.github.io/maine-government-feeds/calendar/probate-lincoln.ics
probate-penobscot,Penobscot County Probate Court,Probate Courts,Penobscot County,page_monitor,ok,1,2026-09-02T21:03:50.733361+00:00,https://www.penobscot-county.net/government/elected_officials/register_of_probate.php,https://bedardandy.github.io/maine-government-feeds/feeds/rss/probate-penobscot.xml,https://bedardandy.github.io/maine-government-feeds/feeds/atom/probate-penobscot.xml,https://bedardandy.github.io/maine-government-feeds/feeds/json/probate-penobscot.json,https://bedardandy.github.io/maine-government-feeds/calendar/probate-penobscot.ics
probate-piscataquis,Piscataquis County Probate Court,Probate Courts,Piscataquis County,page_monitor,ok,50,2026-09-02T21:03:50.817119+00:00,https://www.piscataquis.us/probate/,https://bedardandy.github.io/maine-government-feeds/feeds/rss/probate-piscataquis.xml,https://bedardandy.github.io/maine-government-feeds/feeds/atom/probate-piscataquis.xml,https://bedardandy.github.io/maine-government-feeds/feeds/json/probate-piscataquis.json,https://bedardandy.github.io/maine-government-feeds/calendar/probate-piscataquis.ics
